E0219 12:35:45.923030 1144781 buffer_comparator.cc:145] Difference at 4160: 0, expected 1.15328
E0219 12:35:45.923114 1144781 buffer_comparator.cc:145] Difference at 4161: 0, expected 0.956954
E0219 12:35:45.923121 1144781 buffer_comparator.cc:145] Difference at 4162: 0, expected 0.913614
E0219 12:35:45.923126 1144781 buffer_comparator.cc:145] Difference at 4163: 0, expected 1.25152
E0219 12:35:45.923131 1144781 buffer_comparator.cc:145] Difference at 4164: 0, expected 1.22141
E0219 12:35:45.923136 1144781 buffer_comparator.cc:145] Difference at 4165: 0, expected 0.823616
E0219 12:35:45.923141 1144781 buffer_comparator.cc:145] Difference at 4166: 0, expected 1.01918
E0219 12:35:45.923146 1144781 buffer_comparator.cc:145] Difference at 4167: 0, expected 1.67684
E0219 12:35:45.923152 1144781 buffer_comparator.cc:145] Difference at 4168: 0, expected 0.58257
E0219 12:35:45.923157 1144781 buffer_comparator.cc:145] Difference at 4169: 0, expected 0.820509
2026-02-19 12:35:45.971367: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:46.478158 1144781 buffer_comparator.cc:145] Difference at 4160: 0, expected 1.15328
E0219 12:35:46.478215 1144781 buffer_comparator.cc:145] Difference at 4161: 0, expected 0.956954
E0219 12:35:46.478222 1144781 buffer_comparator.cc:145] Difference at 4162: 0, expected 0.913614
E0219 12:35:46.478227 1144781 buffer_comparator.cc:145] Difference at 4163: 0, expected 1.25152
E0219 12:35:46.478232 1144781 buffer_comparator.cc:145] Difference at 4164: 0, expected 1.22141
E0219 12:35:46.478237 1144781 buffer_comparator.cc:145] Difference at 4165: 0, expected 0.823616
E0219 12:35:46.478242 1144781 buffer_comparator.cc:145] Difference at 4166: 0, expected 1.01918
E0219 12:35:46.478247 1144781 buffer_comparator.cc:145] Difference at 4167: 0, expected 1.67684
E0219 12:35:46.478252 1144781 buffer_comparator.cc:145] Difference at 4168: 0, expected 0.58257
E0219 12:35:46.478257 1144781 buffer_comparator.cc:145] Difference at 4169: 0, expected 0.820509
2026-02-19 12:35:46.525617: E external/xla/xla/service/gpu/autotuning/gemm_fusion_autotuner.cc:1165] Results do not match the reference. This is likely a bug/unexpected loss of precision.
E0219 12:35:47.031350 1144781 buffer_comparator.cc:145] Difference at 4160: 0, expected 1.15328
E0219 12:35:47.031415 1144781 buffer_comparator.cc:145] Difference at 4161: 0, expected 0.956954
E0219 12:35:47.031421 1144781 buffer_comparator.cc:145] Difference at 4162: 0, expected 0.913614
E0219 12:35:47.031427 1144781 buffer_comparator.cc:145] Difference at 4163: 0, expected 1.25152
E0219 12:35:47.031432 1144781 buffer_comparator.cc:145] Difference at 4164: 0, expected 1.22141
E0219 12:35:47.031437 1144781 buffer_comparator.cc:145] Difference at 4165: 0, expected 0.823616
E0219 12:35:47.031442 1144781 buffer_comparator.cc:145] Difference at 4166: 0, expected 1.01918
